metric_name,metric_value,metric_source,metric_schema,observation_level,episode_index,source_line_start,source_line_end,trajectory_id,benchmark,base_model,harness_family,agent_model,batch_id,configuration_id,checkpoint_reference,evaluation_sample_size,metric_value_raw,source_reference,normalized_progress
accuracy,0.13333333333333333,metrics.json,top_level_metrics,final_only,0,,,19b308b56a1447c1d6ee,AIME 2025,SmolLM3-3B-Base,GLM-X,GLM-5.2 Preview,glmx_glm-5.2-preview_1m__10h_run3,glmx_glm-5.2-preview_1m__10h_run3::AIME 2025::SmolLM3-3B-Base,,,0.13333333333333333,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,5,,,1adc6d2b181cbbc82428,AIME 2025,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run3,codex_non_api_high_gpt-5.3-codex_10h_run3::AIME 2025::Qwen3-1.7B-Base,,,0.0,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/metrics.json,1.0
accuracy,1.0,metrics.json,top_level_metrics,final_only,0,,,1b0590c94b269d010942,BFCL,Gemma-3-4B-PT,Codex,GPT-5.4 Codex,codex_non_api_high_reprompt_gpt-5.4_10h,codex_non_api_high_reprompt_gpt-5.4_10h::BFCL::Gemma-3-4B-PT,,,1.0,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/metrics.json,1.0
accuracy,0.9,metrics.json,top_level_metrics,final_only,8,,,1b44c2f29c96b653fdf4,BFCL,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1::BFCL::SmolLM3-3B-Base,,,0.9,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/metrics.json,1.0
accuracy,0.06666666666666667,metrics.json,top_level_metrics,final_only,11,,,1b5478a9ba4bdcd1afbc,AIME 2025,Qwen3-4B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::AIME 2025::Qwen3-4B-Base,,,0.06666666666666667,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/metrics.json,1.0
accuracy,0.24776785714285715,metrics.json,top_level_metrics,final_only,10,,,1b65d2d72bf4a8cc5778,GPQA Main,Qwen3-1.7B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::GPQA Main::Qwen3-1.7B-Base,,,0.24776785714285715,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/metrics.json,1.0
Accuracy,0.2115,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.2115,1b6bdb2a1899a4134c8d:command_output,1.0
Accuracy,0.3687,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.3687,1b6bdb2a1899a4134c8d:command_output,1.0
Accuracy,0.3427,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.3427,1b6bdb2a1899a4134c8d:command_output,1.0
Accuracy,0.3403,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.3403,1b6bdb2a1899a4134c8d:command_output,1.0
Accuracy,0.3279,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.3279,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.381,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.381,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.4631,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.4631,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.4691,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.4691,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.489,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.489,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.4212,command_output,regex,diagnostic,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.4212,1b6bdb2a1899a4134c8d:command_output,1.0
accuracy,0.27135689725094236,metrics.json,top_level_metrics,final_only,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.27135689725094236,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/metrics.json,1.0
by_axis.accuracy,0.32704967085577497,metrics.json,top_level_metrics,final_only,6,,,1b6bdb2a1899a4134c8d,HealthBench,Gemma-3-4B-PT,OpenCode,GLM-5,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,,,0.32704967085577497,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/metrics.json,1.0
accuracy,0.25223214285714285,metrics.json,top_level_metrics,final_only,6,,,1b7b314ceb25f56c238c,GPQA Main,Gemma-3-4B-PT,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run3,claude_non_api_claude-opus-4-6_1m__10h_run3::GPQA Main::Gemma-3-4B-PT,,,0.25223214285714285,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/metrics.json,1.0
accuracy,0.09053156146179402,metrics.json,top_level_metrics,final_only,0,,,1b92db9fe1cb74e697f9,ArenaHardWriting,SmolLM3-3B-Base,GLM-X,GLM-5.2 Preview,glmx_glm-5.2-preview_1m__10h_run3,glmx_glm-5.2-preview_1m__10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.09053156146179402,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/metrics.json,1.0
accuracy,0.2,metrics.json,top_level_metrics,final_only,0,,,1b994b82dbd5d401331c,AIME 2025,SmolLM3-3B-Base,Claude,Claude Opus 4.8,claude_non_api_claude-opus-4-8_10h_run1,claude_non_api_claude-opus-4-8_10h_run1::AIME 2025::SmolLM3-3B-Base,,,0.2,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/metrics.json,1.0
accuracy,0.19866071428571427,metrics.json,top_level_metrics,final_only,9,,,1bd35f03a89418f178b4,GPQA Main,SmolLM3-3B-Base,OpenCode,Gemini 3 Pro,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h::GPQA Main::SmolLM3-3B-Base,,,0.19866071428571427,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/metrics.json,1.0
accuracy,0.0,command_output,regex,diagnostic,3,,,1ca4f6414888192e7caf,AIME 2025,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::AIME 2025::Qwen3-1.7B-Base,,,0.0,1ca4f6414888192e7caf:command_output,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,3,,,1ca4f6414888192e7caf,AIME 2025,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::AIME 2025::Qwen3-1.7B-Base,,,0.0,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run2/aime2025_Qwen_Qwen3-1.7B-Base_16917991/metrics.json,1.0
accuracy,0.88,metrics.json,top_level_metrics,final_only,4,,,1d7415c886d603900f33,BFCL,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::BFCL::SmolLM3-3B-Base,,,0.88,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16852576/metrics.json,1.0
accuracy,0.79,metrics.json,top_level_metrics,final_only,5,,,1d85daefb6e5cd952a78,BFCL,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run1,codex_non_api_high_gpt-5.3-codex_10h_run1::BFCL::Qwen3-1.7B-Base,,,0.79,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/bfcl_Qwen_Qwen3-1.7B-Base_16883841/metrics.json,1.0
accuracy,0.03333333333333333,metrics.json,top_level_metrics,final_only,0,,,1d9f898ffc8fe7d82959,AIME 2025,Qwen3-4B-Base,OpenCode,Gemini 3.1 Pro,opencode_opencode_gemini-3.1-pro_10h_run2,opencode_opencode_gemini-3.1-pro_10h_run2::AIME 2025::Qwen3-4B-Base,,,0.03333333333333333,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3.1-pro_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16863678/metrics.json,1.0
accuracy,0.29464285714285715,metrics.json,top_level_metrics,final_only,6,,,1dc631befa025591b7e1,GPQA Main,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::GPQA Main::Qwen3-1.7B-Base,,,0.29464285714285715,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run2/gpqamain_Qwen_Qwen3-1.7B-Base_16917994/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,8,,,1e3e84eee7d08f18ab75,BFCL,Qwen3-4B-Base,Qwen3Max,Qwen3 Max,qwen3max_qwen3-max-2026-01-23_10h,qwen3max_qwen3-max-2026-01-23_10h::BFCL::Qwen3-4B-Base,,,0.0,data/PostTrainBench-Trajectories/qwen3max_qwen3-max-2026-01-23_10h/bfcl_Qwen_Qwen3-4B-Base_16816101/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,0,,,1e664ab69c0c4f13426e,AIME 2025,Gemma-3-4B-PT,Claude,Claude Opus 4.8,claude_non_api_claude-opus-4-8_10h_run2,claude_non_api_claude-opus-4-8_10h_run2::AIME 2025::Gemma-3-4B-PT,,,0.0,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run2/aime2025_google_gemma-3-4b-pt_17310159/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,6,,,1e85aa2cbccadd87bd7c,AIME 2025,SmolLM3-3B-Base,Codex,GPT-5.3 Codex,codex_non_api_gpt-5.3-codex_10h_run2,codex_non_api_gpt-5.3-codex_10h_run2::AIME 2025::SmolLM3-3B-Base,,,0.0,data/PostTrainBench-Trajectories/codex_non_api_gpt-5.3-codex_10h_run2/aime2025_HuggingFaceTB_SmolLM3-3B-Base_16845530/metrics.json,1.0
accuracy,0.31473214285714285,metrics.json,top_level_metrics,final_only,0,,,1eca4dd469ff1cbc93ed,GPQA Main,Qwen3-4B-Base,Codex,GPT-5.5 Codex,codex_non_api_xhigh_gpt-5.5_10h_run2,codex_non_api_xhigh_gpt-5.5_10h_run2::GPQA Main::Qwen3-4B-Base,,,0.31473214285714285,data/PostTrainBench-Trajectories/codex_non_api_xhigh_gpt-5.5_10h_run2/gpqamain_Qwen_Qwen3-4B-Base_17135358/metrics.json,1.0
accuracy,0.94,metrics.json,top_level_metrics,final_only,2,,,1fb4bef7b7080792f8c0,BFCL,Gemma-3-4B-PT,Claude,Claude Opus 4.7,claude_non_api_claude-opus-4-7_10h_run3,claude_non_api_claude-opus-4-7_10h_run3::BFCL::Gemma-3-4B-PT,,,0.94,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-7_10h_run3/bfcl_google_gemma-3-4b-pt_17126500/metrics.json,1.0
accuracy,0.19480519480519481,task/eval_results_v5_full.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.19480519480519481,task/eval_results_v5_full.json,1.0
accuracy,0.16666666666666666,task/eval_results_v4.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.16666666666666666,task/eval_results_v4.json,1.0
accuracy,0.2037037037037037,task/eval_results_v5.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.2037037037037037,task/eval_results_v5.json,1.0
accuracy,0.0,task/eval_results_v2.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.0,task/eval_results_v2.json,1.0
accuracy,0.14935064935064934,task/eval_results_v4_full.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.14935064935064934,task/eval_results_v4_full.json,1.0
accuracy,0.12962962962962962,task/eval_results_v3.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.12962962962962962,task/eval_results_v3.json,1.0
accuracy,0.0,task/eval_results_v1.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.0,task/eval_results_v1.json,1.0
accuracy,0.046511627906976744,task/eval_results_v6.json,workspace_json,intermediate,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.046511627906976744,task/eval_results_v6.json,1.0
accuracy,0.18739424703891708,metrics.json,top_level_metrics,final_only,7,,,1feb730cea652171e558,ArenaHardWriting,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3::ArenaHardWriting::SmolLM3-3B-Base,,,0.18739424703891708,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_16852575/metrics.json,1.0
accuracy,0.7725549658832449,metrics.json,top_level_metrics,final_only,0,,,1fff43fc8b25447babc6,GSM8K,SmolLM3-3B-Base,Claude,Claude Opus 4.8,claude_non_api_claude-opus-4-8_10h_run1,claude_non_api_claude-opus-4-8_10h_run1::GSM8K::SmolLM3-3B-Base,,,0.7725549658832449,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/gsm8k_HuggingFaceTB_SmolLM3-3B-Base_17309899/metrics.json,1.0
accuracy,0.3125,metrics.json,top_level_metrics,final_only,4,,,2047382993351fa5658f,GPQA Main,SmolLM3-3B-Base,Codex,GPT-5.4 Codex,codex_non_api_high_gpt-5.4_10h_run3,codex_non_api_high_gpt-5.4_10h_run3::GPQA Main::SmolLM3-3B-Base,,,0.3125,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.4_10h_run3/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16936779/metrics.json,1.0
accuracy,0.07317073170731707,metrics.json,top_level_metrics,final_only,8,,,2071b1f592ed74f074da,HumanEval,Qwen3-1.7B-Base,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run3,codex_non_api_high_gpt-5.3-codex_10h_run3::HumanEval::Qwen3-1.7B-Base,,,0.07317073170731707,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/humaneval_Qwen_Qwen3-1.7B-Base_16920207/metrics.json,1.0
accuracy,0.03333333333333333,metrics.json,top_level_metrics,final_only,6,,,20ac8278feeb0248a0c7,AIME 2025,Qwen3-1.7B-Base,Claude,Claude Opus 4.7,claude_non_api_claude-opus-4-7_10h_run2,claude_non_api_claude-opus-4-7_10h_run2::AIME 2025::Qwen3-1.7B-Base,,,0.03333333333333333,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-7_10h_run2/aime2025_Qwen_Qwen3-1.7B-Base_17124529/metrics.json,1.0
accuracy,0.17715457840094231,metrics.json,top_level_metrics,final_only,9,,,21676c90421c21d1ca23,HealthBench,SmolLM3-3B-Base,OpenCode,Gemini 3 Pro,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h::HealthBench::SmolLM3-3B-Base,,,0.17715457840094231,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16812271/metrics.json,1.0
by_axis.accuracy,0.27289048473967686,metrics.json,top_level_metrics,final_only,9,,,21676c90421c21d1ca23,HealthBench,SmolLM3-3B-Base,OpenCode,Gemini 3 Pro,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h::HealthBench::SmolLM3-3B-Base,,,0.27289048473967686,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/healthbench_HuggingFaceTB_SmolLM3-3B-Base_16812271/metrics.json,1.0
accuracy,0.03333333333333333,metrics.json,top_level_metrics,final_only,5,,,219bd56b052f448e2f5b,AIME 2025,Qwen3-4B-Base,OpenCode,GPT-5.1 Codex Max,opencode_opencode_gpt-5.1-codex-max_10h,opencode_opencode_gpt-5.1-codex-max_10h::AIME 2025::Qwen3-4B-Base,,,0.03333333333333333,data/PostTrainBench-Trajectories/opencode_opencode_gpt-5.1-codex-max_10h/aime2025_Qwen_Qwen3-4B-Base_16787476/metrics.json,1.0
accuracy,0.98,metrics.json,top_level_metrics,final_only,5,,,21bc504213a57fa3c86c,BFCL,Gemma-3-4B-PT,Codex,GPT-5.3 Codex,codex_non_api_high_gpt-5.3-codex_10h_run2,codex_non_api_high_gpt-5.3-codex_10h_run2::BFCL::Gemma-3-4B-PT,,,0.98,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run2/bfcl_google_gemma-3-4b-pt_16917254/metrics.json,1.0
accuracy,0.0,metrics.json,top_level_metrics,final_only,9,,,226306fde507fe9205f0,AIME 2025,Qwen3-1.7B-Base,OpenCode,MiniMax M2.1,opencode_opencode_minimax-m2.1-free_10h,opencode_opencode_minimax-m2.1-free_10h::AIME 2025::Qwen3-1.7B-Base,,,0.0,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/aime2025_Qwen_Qwen3-1.7B-Base_16788655/metrics.json,1.0
accuracy,0.3719512195121951,metrics.json,top_level_metrics,final_only,0,,,229ffa62808e27cb0f60,HumanEval,SmolLM3-3B-Base,Claude,Claude Sonnet 4.6,claude_non_api_claude-sonnet-4-6_10h,claude_non_api_claude-sonnet-4-6_10h::HumanEval::SmolLM3-3B-Base,,,0.3719512195121951,data/PostTrainBench-Trajectories/claude_non_api_claude-sonnet-4-6_10h/humaneval_HuggingFaceTB_SmolLM3-3B-Base_16862484/metrics.json,1.0
accuracy,0.2857142857142857,metrics.json,top_level_metrics,final_only,2,,,22e8139a528acf082b86,GPQA Main,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run2,claude_non_api_claude-opus-4-6_1m__10h_run2::GPQA Main::SmolLM3-3B-Base,,,0.2857142857142857,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run2/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16961439/metrics.json,1.0
accuracy,0.25327708469875315,metrics.json,top_level_metrics,final_only,8,,,23392ca46eeb984aa94c,HealthBench,Gemma-3-4B-PT,OpenCode,Gemini 3 Pro,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h::HealthBench::Gemma-3-4B-PT,,,0.25327708469875315,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/healthbench_google_gemma-3-4b-pt_16812249/metrics.json,1.0
by_axis.accuracy,0.33423099940155593,metrics.json,top_level_metrics,final_only,8,,,23392ca46eeb984aa94c,HealthBench,Gemma-3-4B-PT,OpenCode,Gemini 3 Pro,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h::HealthBench::Gemma-3-4B-PT,,,0.33423099940155593,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/healthbench_google_gemma-3-4b-pt_16812249/metrics.json,1.0
accuracy,0.6171341925701289,metrics.json,top_level_metrics,final_only,1,,,2354e591299f62666000,GSM8K,SmolLM3-3B-Base,Claude,Claude Opus 4.6,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1::GSM8K::SmolLM3-3B-Base,,,0.6171341925701289,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/gsm8k_HuggingFaceTB_SmolLM3-3B-Base_16959238/metrics.json,1.0
accuracy,0.3813495072024261,metrics.json,top_level_metrics,final_only,0,,,23aab6202b178e9a15de,GSM8K,SmolLM3-3B-Base,OpenCode,Gemini 3.1 Pro,opencode_opencode_gemini-3.1-pro_10h_run2,opencode_opencode_gemini-3.1-pro_10h_run2::GSM8K::SmolLM3-3B-Base,,,0.3813495072024261,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3.1-pro_10h_run2/gsm8k_HuggingFaceTB_SmolLM3-3B-Base_16863696/metrics.json,1.0
Accuracy,0.069,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.069,2407635a403571bf028e:command_output,1.0
Accuracy,0.1235,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.1235,2407635a403571bf028e:command_output,1.0
Accuracy,0.0575,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.0575,2407635a403571bf028e:command_output,1.0
accuracy,0.2719,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.2719,2407635a403571bf028e:command_output,1.0
accuracy,0.2735,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.2735,2407635a403571bf028e:command_output,1.0
accuracy,0.1138,command_output,regex,diagnostic,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.1138,2407635a403571bf028e:command_output,1.0
accuracy,0.09885359213884401,metrics.json,top_level_metrics,final_only,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.09885359213884401,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/healthbench_Qwen_Qwen3-1.7B-Base_16853487/metrics.json,1.0
by_axis.accuracy,0.22920406941950927,metrics.json,top_level_metrics,final_only,7,,,2407635a403571bf028e,HealthBench,Qwen3-1.7B-Base,OpenCode,Kimi K2.5,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2::HealthBench::Qwen3-1.7B-Base,,,0.22920406941950927,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/healthbench_Qwen_Qwen3-1.7B-Base_16853487/metrics.json,1.0
